2023-10-30 23:13:26,037 DEBUG   HandlerThread:14734 [system_monitor.py:probe():223] {'os': 'Linux-5.15.90.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2023-10-30T14:13:26.009139', 'startedAt': '2023-10-30T14:13:24.697396', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/sjkim/ICLR2023/test.py', 'codePathLocal': 'test.py', 'codePath': 'test.py', 'git': {'remote': 'https://github.com/GIST-DSLab/ICLR2023.git', 'commit': 'b5a333bdc7f59822d722cb62ed594d20940b0f4f'}, 'email': 'ksj614@kaist.ac.kr', 'root': '/home/sjkim/ICLR2023', 'host': 'SEJIN-KIM', 'username': 'sjkim', 'executable': '/home/sjkim/arcle_env/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4491.478000000001, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}, {'current': 4491.478, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 156.97840881347656}}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 30.926044464111328}}
2023-10-30 23:13:26,037 INFO    HandlerThread:14734 [system_monitor.py:probe():224] Finished collecting system info
2023-10-30 23:13:26,037 INFO    HandlerThread:14734 [system_monitor.py:probe():227] Publishing system info
2023-10-30 23:13:26,037 DEBUG   HandlerThread:14734 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-30 23:13:26,037 DEBUG   HandlerThread:14734 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-30 23:13:26,037 INFO    HandlerThread:14734 [system_monitor.py:probe():229] Finished publishing system info
2023-10-30 23:13:26,038 DEBUG   SenderThread:14734 [sender.py:send():380] send: files
2023-10-30 23:13:26,038 INFO    SenderThread:14734 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-30 23:13:26,043 DEBUG   SenderThread:14734 [sender.py:send():380] send: telemetry
2023-10-30 23:13:26,043 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-30 23:13:26,043 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: stop_status
2023-10-30 23:13:26,043 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: stop_status
2023-10-30 23:13:26,418 INFO    Thread-12 :14734 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/wandb-metadata.json
2023-10-30 23:13:26,418 INFO    Thread-12 :14734 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/requirements.txt
2023-10-30 23:13:26,528 DEBUG   SenderThread:14734 [sender.py:send():380] send: exit
2023-10-30 23:13:26,528 INFO    SenderThread:14734 [sender.py:send_exit():585] handling exit code: 255
2023-10-30 23:13:26,529 INFO    SenderThread:14734 [sender.py:send_exit():587] handling runtime: 0
2023-10-30 23:13:26,529 INFO    SenderThread:14734 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-30 23:13:26,529 INFO    SenderThread:14734 [sender.py:send_exit():593] send defer
2023-10-30 23:13:26,529 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: defer
2023-10-30 23:13:26,529 INFO    HandlerThread:14734 [handler.py:handle_request_defer():172] handle defer: 0
2023-10-30 23:13:26,529 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: defer
2023-10-30 23:13:26,529 INFO    SenderThread:14734 [sender.py:send_request_defer():609] handle sender defer: 0
2023-10-30 23:13:26,529 INFO    SenderThread:14734 [sender.py:transition_state():613] send defer: 1
2023-10-30 23:13:26,529 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: defer
2023-10-30 23:13:26,529 INFO    HandlerThread:14734 [handler.py:handle_request_defer():172] handle defer: 1
2023-10-30 23:13:26,529 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: defer
2023-10-30 23:13:26,529 INFO    SenderThread:14734 [sender.py:send_request_defer():609] handle sender defer: 1
2023-10-30 23:13:26,529 INFO    SenderThread:14734 [sender.py:transition_state():613] send defer: 2
2023-10-30 23:13:26,529 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: defer
2023-10-30 23:13:26,529 INFO    HandlerThread:14734 [handler.py:handle_request_defer():172] handle defer: 2
2023-10-30 23:13:26,529 INFO    HandlerThread:14734 [system_monitor.py:finish():203] Stopping system monitor
2023-10-30 23:13:26,530 DEBUG   SystemMonitor:14734 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-10-30 23:13:26,530 DEBUG   SystemMonitor:14734 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-10-30 23:13:26,530 DEBUG   SystemMonitor:14734 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-10-30 23:13:26,531 INFO    HandlerThread:14734 [interfaces.py:finish():202] Joined cpu monitor
2023-10-30 23:13:26,531 INFO    HandlerThread:14734 [interfaces.py:finish():202] Joined disk monitor
2023-10-30 23:13:26,536 INFO    HandlerThread:14734 [interfaces.py:finish():202] Joined gpu monitor
2023-10-30 23:13:26,537 INFO    HandlerThread:14734 [interfaces.py:finish():202] Joined memory monitor
2023-10-30 23:13:26,537 INFO    HandlerThread:14734 [interfaces.py:finish():202] Joined network monitor
2023-10-30 23:13:26,537 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: defer
2023-10-30 23:13:26,537 INFO    SenderThread:14734 [sender.py:send_request_defer():609] handle sender defer: 2
2023-10-30 23:13:26,537 INFO    SenderThread:14734 [sender.py:transition_state():613] send defer: 3
2023-10-30 23:13:26,537 DEBUG   SenderThread:14734 [sender.py:send():380] send: stats
2023-10-30 23:13:26,537 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: defer
2023-10-30 23:13:26,537 INFO    HandlerThread:14734 [handler.py:handle_request_defer():172] handle defer: 3
2023-10-30 23:13:26,537 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: defer
2023-10-30 23:13:26,537 INFO    SenderThread:14734 [sender.py:send_request_defer():609] handle sender defer: 3
2023-10-30 23:13:26,537 INFO    SenderThread:14734 [sender.py:transition_state():613] send defer: 4
2023-10-30 23:13:26,537 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: defer
2023-10-30 23:13:26,537 INFO    HandlerThread:14734 [handler.py:handle_request_defer():172] handle defer: 4
2023-10-30 23:13:26,537 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: defer
2023-10-30 23:13:26,537 INFO    SenderThread:14734 [sender.py:send_request_defer():609] handle sender defer: 4
2023-10-30 23:13:26,537 INFO    SenderThread:14734 [sender.py:transition_state():613] send defer: 5
2023-10-30 23:13:26,538 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: defer
2023-10-30 23:13:26,538 INFO    HandlerThread:14734 [handler.py:handle_request_defer():172] handle defer: 5
2023-10-30 23:13:26,538 DEBUG   SenderThread:14734 [sender.py:send():380] send: summary
2023-10-30 23:13:26,538 INFO    SenderThread:14734 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-30 23:13:26,538 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: defer
2023-10-30 23:13:26,538 INFO    SenderThread:14734 [sender.py:send_request_defer():609] handle sender defer: 5
2023-10-30 23:13:26,538 INFO    SenderThread:14734 [sender.py:transition_state():613] send defer: 6
2023-10-30 23:13:26,538 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: defer
2023-10-30 23:13:26,538 INFO    HandlerThread:14734 [handler.py:handle_request_defer():172] handle defer: 6
2023-10-30 23:13:26,538 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: defer
2023-10-30 23:13:26,538 INFO    SenderThread:14734 [sender.py:send_request_defer():609] handle sender defer: 6
2023-10-30 23:13:26,540 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: status_report
2023-10-30 23:13:26,803 INFO    SenderThread:14734 [sender.py:transition_state():613] send defer: 7
2023-10-30 23:13:26,803 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: defer
2023-10-30 23:13:26,803 INFO    HandlerThread:14734 [handler.py:handle_request_defer():172] handle defer: 7
2023-10-30 23:13:26,803 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: defer
2023-10-30 23:13:26,803 INFO    SenderThread:14734 [sender.py:send_request_defer():609] handle sender defer: 7
2023-10-30 23:13:26,875 INFO    wandb-upload_0:14734 [upload_job.py:push():131] Uploaded file /tmp/tmpr1mvlglywandb/c4jrbz26-wandb-metadata.json
2023-10-30 23:13:27,153 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: poll_exit
2023-10-30 23:13:27,418 INFO    Thread-12 :14734 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/config.yaml
2023-10-30 23:13:27,418 INFO    Thread-12 :14734 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/wandb-summary.json
2023-10-30 23:13:27,418 INFO    Thread-12 :14734 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/output.log
2023-10-30 23:13:28,532 INFO    SenderThread:14734 [sender.py:transition_state():613] send defer: 8
2023-10-30 23:13:28,532 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: poll_exit
2023-10-30 23:13:28,532 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: defer
2023-10-30 23:13:28,532 INFO    HandlerThread:14734 [handler.py:handle_request_defer():172] handle defer: 8
2023-10-30 23:13:28,532 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: defer
2023-10-30 23:13:28,532 INFO    SenderThread:14734 [sender.py:send_request_defer():609] handle sender defer: 8
2023-10-30 23:13:28,533 INFO    SenderThread:14734 [job_builder.py:build():281] Attempting to build job artifact
2023-10-30 23:13:28,533 INFO    SenderThread:14734 [job_builder.py:_get_source_type():393] is repo sourced job
2023-10-30 23:13:28,533 INFO    SenderThread:14734 [job_builder.py:build():369] adding wandb-job metadata file
2023-10-30 23:13:28,536 INFO    SenderThread:14734 [sender.py:transition_state():613] send defer: 9
2023-10-30 23:13:28,536 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: defer
2023-10-30 23:13:28,536 INFO    HandlerThread:14734 [handler.py:handle_request_defer():172] handle defer: 9
2023-10-30 23:13:28,537 DEBUG   SenderThread:14734 [sender.py:send():380] send: artifact
2023-10-30 23:13:29,419 INFO    Thread-12 :14734 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/output.log
2023-10-30 23:13:30,494 INFO    wandb-upload_0:14734 [upload_job.py:push():86] Skipped uploading /home/sjkim/.local/share/wandb/artifacts/staging/tmp1su3b8ki
2023-10-30 23:13:30,848 INFO    wandb-upload_1:14734 [upload_job.py:push():89] Uploaded file /home/sjkim/.local/share/wandb/artifacts/staging/tmpco1wceiu
2023-10-30 23:13:32,154 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: keepalive
2023-10-30 23:13:32,590 INFO    SenderThread:14734 [sender.py:send_artifact():1456] sent artifact job-https___github.com_GIST-DSLab_ICLR2023.git_test.py - {'id': 'QXJ0aWZhY3Q6NjIyMDMzMjk1', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjExMTIyMjgyOQ==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NjIyMDMwNDgx', 'versionIndex': 0}}}
2023-10-30 23:13:32,590 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: defer
2023-10-30 23:13:32,590 INFO    SenderThread:14734 [sender.py:send_request_defer():609] handle sender defer: 9
2023-10-30 23:13:32,590 INFO    SenderThread:14734 [dir_watcher.py:finish():358] shutting down directory watcher
2023-10-30 23:13:32,590 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: status_report
2023-10-30 23:13:33,420 INFO    SenderThread:14734 [dir_watcher.py:finish():388] scan: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files
2023-10-30 23:13:33,420 INFO    SenderThread:14734 [dir_watcher.py:finish():402] scan save: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/wandb-metadata.json wandb-metadata.json
2023-10-30 23:13:33,420 INFO    SenderThread:14734 [dir_watcher.py:finish():402] scan save: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/config.yaml config.yaml
2023-10-30 23:13:33,420 INFO    SenderThread:14734 [dir_watcher.py:finish():402] scan save: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/output.log output.log
2023-10-30 23:13:33,420 INFO    SenderThread:14734 [dir_watcher.py:finish():402] scan save: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/wandb-summary.json wandb-summary.json
2023-10-30 23:13:33,421 INFO    SenderThread:14734 [dir_watcher.py:finish():402] scan save: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/requirements.txt requirements.txt
2023-10-30 23:13:33,422 INFO    SenderThread:14734 [sender.py:transition_state():613] send defer: 10
2023-10-30 23:13:33,423 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: defer
2023-10-30 23:13:33,423 INFO    HandlerThread:14734 [handler.py:handle_request_defer():172] handle defer: 10
2023-10-30 23:13:33,425 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: defer
2023-10-30 23:13:33,425 INFO    SenderThread:14734 [sender.py:send_request_defer():609] handle sender defer: 10
2023-10-30 23:13:33,425 INFO    SenderThread:14734 [file_pusher.py:finish():175] shutting down file pusher
2023-10-30 23:13:33,710 WARNING StreamThr :14734 [internal.py:is_dead():414] Internal process exiting, parent pid 14700 disappeared
2023-10-30 23:13:33,710 ERROR   StreamThr :14734 [internal.py:wandb_internal():152] Internal process shutdown.
2023-10-30 23:13:33,925 INFO    wandb-upload_2:14734 [upload_job.py:push():131] Uploaded file /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/config.yaml
2023-10-30 23:13:34,054 INFO    wandb-upload_3:14734 [upload_job.py:push():131] Uploaded file /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/requirements.txt
2023-10-30 23:13:34,170 INFO    wandb-upload_1:14734 [upload_job.py:push():131] Uploaded file /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/wandb-summary.json
2023-10-30 23:13:34,204 INFO    wandb-upload_0:14734 [upload_job.py:push():131] Uploaded file /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/files/output.log
2023-10-30 23:13:34,404 INFO    Thread-11 (_thread_body):14734 [sender.py:transition_state():613] send defer: 11
2023-10-30 23:13:34,404 DEBUG   HandlerThread:14734 [handler.py:handle_request():146] handle_request: defer
2023-10-30 23:13:34,404 INFO    HandlerThread:14734 [handler.py:handle_request_defer():172] handle defer: 11
2023-10-30 23:13:34,405 INFO    HandlerThread:14734 [handler.py:finish():866] shutting down handler
2023-10-30 23:13:34,405 INFO    WriterThread:14734 [datastore.py:close():294] close: /home/sjkim/ICLR2023/wandb/run-20231030_231324-jxsp5e85/run-jxsp5e85.wandb
2023-10-30 23:13:34,405 DEBUG   SenderThread:14734 [sender.py:send_request():407] send_request: defer
2023-10-30 23:13:34,405 INFO    SenderThread:14734 [sender.py:send_request_defer():609] handle sender defer: 11
2023-10-30 23:13:34,405 INFO    SenderThread:14734 [file_pusher.py:join():181] waiting for file pusher
2023-10-30 23:13:34,405 INFO    SenderThread:14734 [sender.py:transition_state():613] send defer: 12
2023-10-30 23:13:34,405 INFO    SenderThread:14734 [sender.py:finish():1534] shutting down sender
2023-10-30 23:13:34,405 INFO    SenderThread:14734 [file_pusher.py:finish():175] shutting down file pusher
2023-10-30 23:13:34,405 INFO    SenderThread:14734 [file_pusher.py:join():181] waiting for file pusher
2023-10-30 23:13:34,405 INFO    SenderThread:14734 [file_stream.py:finish():595] file stream finish called
2023-10-30 23:13:34,677 INFO    SenderThread:14734 [file_stream.py:finish():599] file stream finish is done
